model_source,condition,sub_cond,item,test_name,test_definition,LLH_left,LLH_right,logOdds,test_passed
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,1,test_4,2|1>2|3,-3.890625,-4.84375,0.953125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,2,test_1,1|1>1|2,-4.4375,-5.0,0.5625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,2,test_2,1|1>1|3,-4.4375,-5.4375,1.0,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,2,test_3,2|1>2|2,-3.84375,-3.328125,-0.515625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,2,test_4,2|1>2|3,-3.84375,-4.4375,0.59375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,3,test_1,1|1>1|2,-3.859375,-4.8125,0.953125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,3,test_2,1|1>1|3,-3.859375,-5.09375,1.234375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,3,test_3,2|1>2|2,-3.421875,-3.109375,-0.3125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,3,test_4,2|1>2|3,-3.421875,-4.8125,1.390625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,4,test_1,1|1>1|2,-3.609375,-4.15625,0.546875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,4,test_2,1|1>1|3,-3.609375,-4.375,0.765625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,4,test_3,2|1>2|2,-5.375,-4.875,-0.5,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,4,test_4,2|1>2|3,-5.375,-5.28125,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,5,test_1,1|1>1|2,-3.5,-4.21875,0.71875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,5,test_2,1|1>1|3,-3.5,-4.59375,1.09375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,5,test_3,2|1>2|2,-4.0,-3.8125,-0.1875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,5,test_4,2|1>2|3,-4.0,-5.09375,1.09375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,6,test_1,1|1>1|2,-3.734375,-4.71875,0.984375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,6,test_2,1|1>1|3,-3.734375,-4.5,0.765625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,6,test_3,2|1>2|2,-4.625,-3.671875,-0.953125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,6,test_4,2|1>2|3,-4.625,-5.1875,0.5625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,7,test_1,1|1>1|2,-4.5625,-4.6875,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,7,test_2,1|1>1|3,-4.5625,-5.75,1.1875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,7,test_3,2|1>2|2,-4.28125,-4.375,0.09375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,7,test_4,2|1>2|3,-4.28125,-5.25,0.96875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,8,test_1,1|1>1|2,-2.765625,-3.296875,0.53125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,8,test_2,1|1>1|3,-2.765625,-3.5625,0.796875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,8,test_3,2|1>2|2,-4.625,-4.125,-0.5,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,8,test_4,2|1>2|3,-4.625,-5.8125,1.1875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,9,test_1,1|1>1|2,-3.625,-4.03125,0.40625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,9,test_2,1|1>1|3,-3.625,-4.90625,1.28125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,9,test_3,2|1>2|2,-4.03125,-3.59375,-0.4375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,9,test_4,2|1>2|3,-4.03125,-4.78125,0.75,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,10,test_1,1|1>1|2,-2.53125,-3.1875,0.65625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,10,test_2,1|1>1|3,-2.53125,-3.109375,0.578125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,10,test_3,2|1>2|2,-3.75,-3.15625,-0.59375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,10,test_4,2|1>2|3,-3.75,-4.09375,0.34375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,11,test_1,1|1>1|2,-3.578125,-4.25,0.671875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,11,test_2,1|1>1|3,-3.578125,-4.40625,0.828125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,11,test_3,2|1>2|2,-4.65625,-3.703125,-0.953125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,11,test_4,2|1>2|3,-4.65625,-5.4375,0.78125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,12,test_1,1|1>1|2,-5.03125,-5.78125,0.75,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,12,test_2,1|1>1|3,-5.03125,-5.5625,0.53125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,12,test_3,2|1>2|2,-4.0,-3.75,-0.25,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,12,test_4,2|1>2|3,-4.0,-4.625,0.625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,13,test_1,1|1>1|2,-3.890625,-4.4375,0.546875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,13,test_2,1|1>1|3,-3.890625,-4.84375,0.953125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,13,test_3,2|1>2|2,-4.15625,-3.546875,-0.609375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,13,test_4,2|1>2|3,-4.15625,-5.28125,1.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,14,test_1,1|1>1|2,-2.6875,-3.15625,0.46875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,14,test_2,1|1>1|3,-2.6875,-3.65625,0.96875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,14,test_3,2|1>2|2,-3.703125,-3.25,-0.453125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,14,test_4,2|1>2|3,-3.703125,-4.5625,0.859375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,15,test_1,1|1>1|2,-3.203125,-4.0625,0.859375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,15,test_2,1|1>1|3,-3.203125,-4.21875,1.015625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,15,test_3,2|1>2|2,-4.71875,-4.0625,-0.65625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,15,test_4,2|1>2|3,-4.71875,-5.75,1.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,16,test_1,1|1>1|2,-3.015625,-3.515625,0.5,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,16,test_2,1|1>1|3,-3.015625,-3.765625,0.75,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,16,test_3,2|1>2|2,-4.25,-3.578125,-0.671875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,16,test_4,2|1>2|3,-4.25,-5.125,0.875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,17,test_1,1|1>1|2,-3.671875,-3.859375,0.1875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,17,test_2,1|1>1|3,-3.671875,-4.4375,0.765625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,17,test_3,2|1>2|2,-4.0,-3.96875,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,17,test_4,2|1>2|3,-4.0,-4.8125,0.8125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,18,test_1,1|1>1|2,-4.65625,-5.5625,0.90625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,18,test_2,1|1>1|3,-4.65625,-5.40625,0.75,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,18,test_3,2|1>2|2,-4.03125,-3.71875,-0.3125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,18,test_4,2|1>2|3,-4.03125,-4.65625,0.625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,19,test_1,1|1>1|2,-3.515625,-4.25,0.734375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,19,test_2,1|1>1|3,-3.515625,-4.3125,0.796875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,19,test_3,2|1>2|2,-5.5625,-5.21875,-0.34375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,19,test_4,2|1>2|3,-5.5625,-6.5,0.9375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,20,test_1,1|1>1|2,-3.4375,-4.21875,0.78125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,20,test_2,1|1>1|3,-3.4375,-4.5,1.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,20,test_3,2|1>2|2,-4.09375,-3.375,-0.71875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,20,test_4,2|1>2|3,-4.09375,-5.3125,1.21875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,21,test_1,1|1>1|2,-3.75,-4.09375,0.34375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,21,test_2,1|1>1|3,-3.75,-4.59375,0.84375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,21,test_3,2|1>2|2,-4.9375,-3.921875,-1.015625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,21,test_4,2|1>2|3,-4.9375,-5.375,0.4375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,22,test_1,1|1>1|2,-4.09375,-5.0625,0.96875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,22,test_2,1|1>1|3,-4.09375,-4.71875,0.625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,22,test_3,2|1>2|2,-4.375,-3.46875,-0.90625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,22,test_4,2|1>2|3,-4.375,-4.78125,0.40625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,23,test_1,1|1>1|2,-3.453125,-3.734375,0.28125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,23,test_2,1|1>1|3,-3.453125,-4.5,1.046875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,23,test_3,2|1>2|2,-4.0,-3.1875,-0.8125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,23,test_4,2|1>2|3,-4.0,-5.21875,1.21875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,24,test_1,1|1>1|2,-3.953125,-4.59375,0.640625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,24,test_2,1|1>1|3,-3.953125,-4.78125,0.828125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,24,test_3,2|1>2|2,-3.671875,-3.671875,0.0,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,24,test_4,2|1>2|3,-3.671875,-4.6875,1.015625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,25,test_1,1|1>1|2,-2.90625,-3.796875,0.890625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,25,test_2,1|1>1|3,-2.90625,-3.59375,0.6875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,25,test_3,2|1>2|2,-4.3125,-3.6875,-0.625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_and,25,test_4,2|1>2|3,-4.3125,-5.40625,1.09375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,4,test_1,1|1>1|2,-3.515625,-3.421875,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,4,test_2,1|1>1|3,-3.515625,-3.421875,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,4,test_3,2|1>2|2,-3.625,-3.34375,-0.28125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,4,test_4,2|1>2|3,-3.625,-3.578125,-0.046875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,5,test_1,1|1>1|2,-5.125,-4.96875,-0.15625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,5,test_2,1|1>1|3,-5.125,-4.84375,-0.28125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,5,test_3,2|1>2|2,-5.3125,-5.1875,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,5,test_4,2|1>2|3,-5.3125,-5.0,-0.3125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,6,test_1,1|1>1|2,-1.8671875,-1.5078125,-0.359375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,6,test_2,1|1>1|3,-1.8671875,-1.9140625,0.046875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,6,test_3,2|1>2|2,-1.6796875,-1.7578125,0.078125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,6,test_4,2|1>2|3,-1.6796875,-1.7265625,0.046875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,12,test_1,1|1>1|2,-5.21875,-5.625,0.40625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,12,test_2,1|1>1|3,-5.21875,-5.03125,-0.1875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,12,test_3,2|1>2|2,-4.90625,-5.5,0.59375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,12,test_4,2|1>2|3,-4.90625,-4.875,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,15,test_1,1|1>1|2,-5.21875,-5.125,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,15,test_2,1|1>1|3,-5.21875,-4.96875,-0.25,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,15,test_3,2|1>2|2,-4.9375,-5.0,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,15,test_4,2|1>2|3,-4.9375,-4.75,-0.1875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,1,test_1,1|1>1|2,-3.484375,-4.65625,1.171875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,1,test_2,1|1>1|3,-3.484375,-4.46875,0.984375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,1,test_3,2|1>2|2,-3.375,-2.453125,-0.921875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,1,test_4,2|1>2|3,-3.375,-4.8125,1.4375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,2,test_1,1|1>1|2,-4.375,-4.875,0.5,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,2,test_2,1|1>1|3,-4.375,-5.59375,1.21875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,2,test_3,2|1>2|2,-3.71875,-3.15625,-0.5625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,2,test_4,2|1>2|3,-3.71875,-5.3125,1.59375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,4,test_1,1|1>1|2,-3.28125,-3.65625,0.375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,4,test_2,1|1>1|3,-3.28125,-3.953125,0.671875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,4,test_3,2|1>2|2,-3.703125,-2.953125,-0.75,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,4,test_4,2|1>2|3,-3.703125,-5.6875,1.984375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,5,test_1,1|1>1|2,-3.84375,-3.90625,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,5,test_2,1|1>1|3,-3.84375,-5.125,1.28125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,5,test_3,2|1>2|2,-3.375,-3.0,-0.375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,5,test_4,2|1>2|3,-3.375,-5.4375,2.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,7,test_1,1|1>1|2,-4.21875,-4.9375,0.71875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,7,test_2,1|1>1|3,-4.21875,-5.25,1.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,7,test_3,2|1>2|2,-2.96875,-2.546875,-0.421875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,7,test_4,2|1>2|3,-2.96875,-4.71875,1.75,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,9,test_1,1|1>1|2,-2.921875,-3.390625,0.46875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,9,test_2,1|1>1|3,-2.921875,-4.375,1.453125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,9,test_3,2|1>2|2,-3.75,-2.859375,-0.890625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,9,test_4,2|1>2|3,-3.75,-5.4375,1.6875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,12,test_1,1|1>1|2,-4.125,-4.5625,0.4375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,12,test_2,1|1>1|3,-4.125,-5.1875,1.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,12,test_3,2|1>2|2,-3.484375,-2.9375,-0.546875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,12,test_4,2|1>2|3,-3.484375,-4.875,1.390625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,23,test_1,1|1>1|2,-3.078125,-3.3125,0.234375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,23,test_2,1|1>1|3,-3.078125,-3.953125,0.875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,23,test_3,2|1>2|2,-3.234375,-2.640625,-0.59375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_percep_near,23,test_4,2|1>2|3,-3.234375,-5.34375,2.109375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,1,test_1,1|1>1|2,-5.125,-5.0625,-0.0625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,1,test_2,1|1>1|3,-5.125,-5.03125,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,1,test_3,2|1>2|2,-5.125,-5.15625,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,1,test_4,2|1>2|3,-5.125,-5.125,0.0,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,2,test_1,1|1>1|2,-5.21875,-5.09375,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,2,test_2,1|1>1|3,-5.21875,-4.96875,-0.25,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,2,test_3,2|1>2|2,-4.90625,-4.8125,-0.09375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,2,test_4,2|1>2|3,-4.90625,-4.71875,-0.1875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,3,test_1,1|1>1|2,-3.46875,-3.34375,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,3,test_2,1|1>1|3,-3.46875,-3.59375,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,3,test_3,2|1>2|2,-3.453125,-3.46875,0.015625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,3,test_4,2|1>2|3,-3.453125,-3.546875,0.09375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,4,test_1,1|1>1|2,-5.4375,-5.625,0.1875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,4,test_2,1|1>1|3,-5.4375,-5.40625,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,4,test_3,2|1>2|2,-5.28125,-5.40625,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,4,test_4,2|1>2|3,-5.28125,-5.25,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,5,test_1,1|1>1|2,-6.1875,-6.1875,0.0,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,5,test_2,1|1>1|3,-6.1875,-6.34375,0.15625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,5,test_3,2|1>2|2,-6.0625,-6.1875,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,5,test_4,2|1>2|3,-6.0625,-6.21875,0.15625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,6,test_1,1|1>1|2,-6.25,-5.9375,-0.3125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,6,test_2,1|1>1|3,-6.25,-6.40625,0.15625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,6,test_3,2|1>2|2,-5.75,-5.8125,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,6,test_4,2|1>2|3,-5.75,-6.0,0.25,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,7,test_1,1|1>1|2,-3.046875,-2.828125,-0.21875,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,7,test_2,1|1>1|3,-3.046875,-2.890625,-0.15625,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,7,test_3,2|1>2|2,-2.953125,-2.828125,-0.125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,7,test_4,2|1>2|3,-2.953125,-2.875,-0.078125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,8,test_1,1|1>1|2,-5.1875,-5.1875,0.0,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,8,test_2,1|1>1|3,-5.1875,-5.3125,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,8,test_3,2|1>2|2,-5.125,-5.1875,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,8,test_4,2|1>2|3,-5.125,-5.25,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,9,test_1,1|1>1|2,-4.5625,-4.53125,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,9,test_2,1|1>1|3,-4.5625,-4.25,-0.3125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,9,test_3,2|1>2|2,-4.5625,-4.53125,-0.03125,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,9,test_4,2|1>2|3,-4.5625,-4.3125,-0.25,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,10,test_1,1|1>1|2,-5.84375,-5.46875,-0.375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,10,test_2,1|1>1|3,-5.84375,-6.0625,0.21875,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,10,test_3,2|1>2|2,-6.03125,-5.59375,-0.4375,False
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,10,test_4,2|1>2|3,-6.03125,-6.125,0.09375,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,11,test_1,1|1>1|2,-4.25,-4.375,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,11,test_2,1|1>1|3,-4.25,-4.5625,0.3125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,11,test_3,2|1>2|2,-4.4375,-4.5,0.0625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,11,test_4,2|1>2|3,-4.4375,-4.59375,0.15625,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,12,test_1,1|1>1|2,-5.125,-5.25,0.125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,12,test_2,1|1>1|3,-5.125,-5.15625,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,12,test_3,2|1>2|2,-5.21875,-5.25,0.03125,True
Qwen/Qwen2.5-0.5B-Instruct,split_reference,split-ref_joint_and,12,test_4,2|1>2|3,-5.21875,-5.25,0.03125,True
