condition,sub_cond,source,item,n_input,n_continuations,n_tests,input_1,input_2,input_3,input_4,context_prompt,continuation_1,continuation_2,continuation_3,continuation_4,test_1,test_2,test_3,test_4
split_reference,split-ref_joint_and,GPT-5.2 Thinking,23,3,2,4,Mia toured the campus with Tariq and Dalia in the afternoon. They both wore visitor badges.,Tariq toured the campus with Mia and Dalia in the afternoon. They both wore visitor badges.,Mia toured the campus with Tariq in the afternoon. They both wore visitor badges.,N/A,N/A,She later asked Dalia to send Tariq the map.,He later thanked Mia for touring with him and Dalia.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,GPT-5.2 Thinking,24,3,2,4,Yusuf played tennis with Nina and Omar on Saturday. They both served first.,Nina played tennis with Yusuf and Omar on Saturday. They both served first.,Yusuf played tennis with Nina on Saturday. They both served first.,N/A,N/A,He later asked Omar to return Nina’s extra ball.,She later thanked Yusuf for playing with her and Omar.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_joint_and,GPT-5.2 Thinking,25,3,2,4,Clara worked out with Jakob and Salma at the gym. They both warmed up on the treadmill.,Jakob worked out with Clara and Salma at the gym. They both warmed up on the treadmill.,Clara worked out with Jakob at the gym. They both warmed up on the treadmill.,N/A,N/A,She later asked Salma to spot Jakob.,He later thanked Clara for working out with him and Salma.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,1,3,2,4,Marcus confused Elena with David at the meeting. They both wore blue suits.,Elena confused Marcus with David at the meeting. They both wore blue suits.,Marcus resembled Elena at the meeting. They both wore blue suits.,N/A,N/A,He wore a gray suit.,She wore a gray suit.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,2,3,2,4,Sarah mistook Thomas with Julia at the reception. They both had British accents.,Thomas mistook Sarah with Julia at the reception. They both had British accents.,Sarah sounded like Thomas at the reception. They both had British accents.,N/A,N/A,She spoke with an American accent.,He spoke with an American accent.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,3,3,2,4,James mixed up Rachel with Emma on the phone. They both had similar voices.,Rachel mixed up James with Emma on the phone. They both had similar voices.,James confused Rachel on the phone. They both had similar voices.,N/A,N/A,He had a distinctive voice.,She had a distinctive voice.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,4,3,2,4,Dr. Chen compared Patricia with Michael during the review. They both published extensively.,Patricia compared Dr. Chen with Michael during the review. They both published extensively.,Dr. Chen evaluated Patricia during the review. They both published extensively.,N/A,N/A,She rarely published anything.,He rarely published anything.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,5,3,2,4,Maya associated Kevin with Lisa at the workshop. They both specialized in robotics.,Kevin associated Maya with Lisa at the workshop. They both specialized in robotics.,Maya connected with Kevin at the workshop. They both specialized in robotics.,N/A,N/A,She focused on software only.,He focused on software only.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,6,3,2,4,Robert mistook Amanda with Carlos at the entrance. They both carried briefcases.,Amanda mistook Robert with Carlos at the entrance. They both carried briefcases.,Robert approached Amanda at the entrance. They both carried briefcases.,N/A,N/A,He had only a backpack.,She had only a backpack.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,7,3,2,4,Sophie confused Daniel with Nina at the gallery. They both wore glasses.,Daniel confused Sophie with Nina at the gallery. They both wore glasses.,Sophie encountered Daniel at the gallery. They both wore glasses.,N/A,N/A,She had perfect vision.,He had perfect vision.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,8,3,2,4,Victor contrasted Jennifer with Alex in his analysis. They both graduated from Yale.,Jennifer contrasted Victor with Alex in her analysis. They both graduated from Yale.,Victor compared notes with Jennifer. They both graduated from Yale.,N/A,N/A,He attended Stanford instead.,She attended Stanford instead.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,9,3,2,4,Professor Lee equated Olivia with Ryan in the discussion. They both used similar methodology.,Olivia equated Professor Lee with Ryan in the discussion. They both used similar methodology.,Professor Lee discussed methods with Olivia. They both used similar methodology.,N/A,N/A,She employed different approaches.,He employed different approaches.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,10,3,2,4,Hannah confused Christopher with Mark at the conference. They both had beards.,Christopher confused Hannah with Mark at the conference. They both had beards.,Hannah met Christopher at the conference. They both had beards.,N/A,N/A,He was clean-shaven.,She was clean-shaven.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,11,3,2,4,Benjamin mixed up Emma with Tyler at the event. They both wore name tags.,Emma mixed up Benjamin with Tyler at the event. They both wore name tags.,Benjamin greeted Emma at the event. They both wore name tags.,N/A,N/A,He forgot his name tag.,She forgot her name tag.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,12,3,2,4,Grace mistook Andrew with Claire at the airport. They both traveled with carry-ons only.,Andrew mistook Grace with Claire at the airport. They both traveled with carry-ons only.,Grace encountered Andrew at the airport. They both traveled with carry-ons only.,N/A,N/A,She checked multiple bags.,He checked multiple bags.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,13,3,2,4,Isabella compared Jonathan with Sarah during the interview. They both had impressive credentials.,Jonathan compared Isabella with Sarah during the interview. They both had impressive credentials.,Isabella interviewed Jonathan carefully. They both had impressive credentials.,N/A,N/A,He lacked relevant experience.,She lacked relevant experience.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,14,3,2,4,Nathan confused Victoria with Lucas at the seminar. They both spoke with confidence.,Victoria confused Nathan with Lucas at the seminar. They both spoke with confidence.,Nathan listened to Victoria at the seminar. They both spoke with confidence.,N/A,N/A,He seemed quite uncertain.,She seemed quite uncertain.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,15,3,2,4,Samantha associated Brandon with Megan at the symposium. They both researched climate change.,Brandon associated Samantha with Megan at the symposium. They both researched climate change.,Samantha collaborated with Brandon at the symposium. They both researched climate change.,N/A,N/A,She studied marine biology.,He studied marine biology.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,16,3,2,4,Eric mistook Rebecca with Peter at the restaurant. They both ordered pasta.,Rebecca mistook Eric with Peter at the restaurant. They both ordered pasta.,Eric dined with Rebecca at the restaurant. They both ordered pasta.,N/A,N/A,He had fish instead.,She had fish instead.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,17,3,2,4,Lauren confused Matthew with Sophie at the studio. They both painted landscapes.,Matthew confused Lauren with Sophie at the studio. They both painted landscapes.,Lauren worked alongside Matthew at the studio. They both painted landscapes.,N/A,N/A,She focused on portraits.,He focused on portraits.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,18,3,2,4,Tyler mixed up Melissa with Jake at the gym. They both lifted heavy weights.,Melissa mixed up Tyler with Jake at the gym. They both lifted heavy weights.,Tyler trained with Melissa at the gym. They both lifted heavy weights.,N/A,N/A,He stuck to light weights.,She stuck to light weights.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,19,3,2,4,Chloe compared Jacob with Anna in her report. They both exceeded expectations.,Jacob compared Chloe with Anna in his report. They both exceeded expectations.,Chloe evaluated Jacob in her report. They both exceeded expectations.,N/A,N/A,She fell short of targets.,He fell short of targets.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,20,3,2,4,Austin confused Natalie with Owen at the lecture. They both took notes diligently.,Natalie confused Austin with Owen at the lecture. They both took notes diligently.,Austin sat near Natalie at the lecture. They both took notes diligently.,N/A,N/A,He didn't write anything down.,She didn't write anything down.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,21,3,2,4,Madison mistook Connor with Zoe at the café. They both read novels.,Connor mistook Madison with Zoe at the café. They both read novels.,Madison joined Connor at the café. They both read novels.,N/A,N/A,She worked on her laptop.,He worked on his laptop.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,22,3,2,4,Jordan associated Alexis with Riley at the festival. They both performed folk music.,Alexis associated Jordan with Riley at the festival. They both performed folk music.,Jordan performed with Alexis at the festival. They both performed folk music.,N/A,N/A,They played rock music.,They played rock music.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,23,3,2,4,Ethan confused Abigail with Dylan at the rehearsal. They both played violin.,Abigail confused Ethan with Dylan at the rehearsal. They both played violin.,Ethan rehearsed with Abigail. They both played violin.,N/A,N/A,He played the cello.,She played the cello.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,24,3,2,4,Zoe contrasted Cameron with Morgan in her thesis. They both advocated for reform.,Cameron contrasted Zoe with Morgan in his thesis. They both advocated for reform.,Zoe agreed with Cameron in her thesis. They both advocated for reform.,N/A,N/A,She opposed any changes.,He opposed any changes.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,Claude Sonnet 4.5,25,3,2,4,Quinn mixed up Parker with Sage at the orientation. They both introduced themselves first.,Parker mixed up Quinn with Sage at the orientation. They both introduced themselves first.,Quinn met Parker at the orientation. They both introduced themselves first.,N/A,N/A,They waited for others.,They waited for others.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,1,3,2,4,Seth confused Lilly with Alexis. They both have red hair.,Lilly confused Seth with Alexis. They both have red hair.,Seth greeted Lilly. They both have red hair.,N/A,N/A,He later apologized to Alexis for the mix-up.,She later told Seth that Alexis gets mistaken for her.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,2,3,2,4,Amina mistook Omar with Lina at the door. They both wore glasses.,Omar mistook Amina with Lina at the door. They both wore glasses.,Amina thanked Omar at the door. They both wore glasses.,N/A,N/A,She later corrected herself to Lina right away.,He later told Amina that Lina looks like her.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,3,3,2,4,Felix mixed up Nora with Jakob at rehearsal. They both were wearing black.,Nora mixed up Felix with Jakob at rehearsal. They both were wearing black.,Felix called Nora at rehearsal. They both were wearing black.,N/A,N/A,He later laughed with Jakob about the confusion.,She later told Felix that Jakob was dressed just like her.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,4,3,2,4,Sara confused Khalid with Emma in the hallway. They both carried folders.,Khalid confused Sara with Emma in the hallway. They both carried folders.,Sara waved to Khalid in the hallway. They both carried folders.,N/A,N/A,She later apologized to Emma for calling her Khalid.,He later told Sara that Emma often gets mistaken for him.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,5,3,2,4,Noah mistook Dalia with Rami at the checkout. They both wore blue jackets.,Dalia mistook Noah with Rami at the checkout. They both wore blue jackets.,Noah greeted Dalia at the checkout. They both wore blue jackets.,N/A,N/A,He later apologized to Rami for the mistake.,She later told Noah that Rami has the same jacket as her.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,6,3,2,4,Huda confused Leon with Mia at the gate. They both had backpacks.,Leon confused Huda with Mia at the gate. They both had backpacks.,Huda thanked Leon at the gate. They both had backpacks.,N/A,N/A,She later explained to Mia why she hesitated.,He later told Huda that Mia looks like her from behind.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,7,3,2,4,Yusuf mixed up Layla with Jonas in the lobby. They both wore badges.,Layla mixed up Yusuf with Jonas in the lobby. They both wore badges.,Yusuf greeted Layla in the lobby. They both wore badges.,N/A,N/A,He later apologized to Jonas for calling him Layla.,She later told Yusuf that Jonas has the same badge holder as her.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,8,3,2,4,Clara mistook Tariq with Nina on the phone. They both sounded hoarse.,Tariq mistook Clara with Nina on the phone. They both sounded hoarse.,Clara called Tariq on the phone. They both sounded hoarse.,N/A,N/A,She later apologized to Nina for the confusion.,He later told Clara that Nina’s voice can resemble hers.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,9,3,2,4,Karim confused Elena with Samir in the crowd. They both wore hats.,Elena confused Karim with Samir in the crowd. They both wore hats.,Karim saw Elena in the crowd. They both wore hats.,N/A,N/A,He later apologized to Samir for the mix-up.,She later told Karim that Samir’s hat looks like hers.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,10,3,2,4,Maha mixed up David with Hana at the conference. They both had short hair.,David mixed up Maha with Hana at the conference. They both had short hair.,Maha greeted David at the conference. They both had short hair.,N/A,N/A,She later clarified to Hana who she meant.,He later told Maha that Hana gets mistaken for him.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,11,3,2,4,Jakob mistook Salma with Luca in the queue. They both wore scarves.,Salma mistook Jakob with Luca in the queue. They both wore scarves.,Jakob thanked Salma in the queue. They both wore scarves.,N/A,N/A,He later apologized to Luca for the mistake.,She later told Jakob that Luca has the same scarf as her.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,12,3,2,4,Adele confused Omar with Sofia in the parking lot. They both wore hoodies.,Omar confused Adele with Sofia in the parking lot. They both wore hoodies.,Adele waved to Omar in the parking lot. They both wore hoodies.,N/A,N/A,She later apologized to Sofia for the mix-up.,He later told Adele that Sofia’s hoodie looks like hers.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,13,3,2,4,Rami mixed up Nour with Felix at the entrance. They both had curly hair.,Nour mixed up Rami with Felix at the entrance. They both had curly hair.,Rami greeted Nour at the entrance. They both had curly hair.,N/A,N/A,He later apologized to Felix for the confusion.,She later told Rami that Felix’s curls look like hers.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,14,3,2,4,Lina mistook Hassan with Dalia in the hallway. They both wore sneakers.,Hassan mistook Lina with Dalia in the hallway. They both wore sneakers.,Lina greeted Hassan in the hallway. They both wore sneakers.,N/A,N/A,She later apologized to Dalia for the mix-up.,He later told Lina that Dalia’s sneakers match hers.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,15,3,2,4,Milan confused Emma with Yusuf in the studio. They both wore headphones.,Emma confused Milan with Yusuf in the studio. They both wore headphones.,Milan called Emma in the studio. They both wore headphones.,N/A,N/A,He later apologized to Yusuf for the mistake.,She later told Milan that Yusuf’s headphones look like hers.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,16,3,2,4,Nina mixed up Tariq with Lea at the desk. They both wore rings.,Tariq mixed up Nina with Lea at the desk. They both wore rings.,Nina greeted Tariq at the desk. They both wore rings.,N/A,N/A,She later apologized to Lea for the confusion.,He later told Nina that Lea’s ring looks like hers.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,17,3,2,4,Omar confused Jana with Karim in the lobby. They both wore coats.,Jana confused Omar with Karim in the lobby. They both wore coats.,Omar thanked Jana in the lobby. They both wore coats.,N/A,N/A,He later apologized to Karim for the mix-up.,She later told Omar that Karim’s coat looks like hers.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,18,3,2,4,Hannah mistook Leon with Sara at the door. They both wore hats.,Leon mistook Hannah with Sara at the door. They both wore hats.,Hannah waved to Leon at the door. They both wore hats.,N/A,N/A,She later apologized to Sara for the confusion.,He later told Hannah that Sara’s hat looks like hers.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,19,3,2,4,Felix mixed up Amina with Luca in the corridor. They both wore glasses.,Amina mixed up Felix with Luca in the corridor. They both wore glasses.,Felix greeted Amina in the corridor. They both wore glasses.,N/A,N/A,He later apologized to Luca for the mistake.,She later told Felix that Luca’s glasses match hers.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,20,3,2,4,Samira confused David with Nour in the hallway. They both wore scarves.,David confused Samira with Nour in the hallway. They both wore scarves.,Samira greeted David in the hallway. They both wore scarves.,N/A,N/A,She later apologized to Nour for the mix-up.,He later told Samira that Nour’s scarf looks like hers.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,21,3,2,4,Jonas mistook Layla with Rami in the crowd. They both wore beanies.,Layla mistook Jonas with Rami in the crowd. They both wore beanies.,Jonas saw Layla in the crowd. They both wore beanies.,N/A,N/A,He later apologized to Rami for the confusion.,She later told Jonas that Rami’s beanie looks like hers.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,22,3,2,4,Lea mixed up Hassan with Emma at the doorway. They both wore boots.,Hassan mixed up Lea with Emma at the doorway. They both wore boots.,Lea greeted Hassan at the doorway. They both wore boots.,N/A,N/A,She later apologized to Emma for the mistake.,He later told Lea that Emma’s boots look like hers.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,23,3,2,4,Mia confused Tariq with Dalia at the counter. They both wore masks.,Tariq confused Mia with Dalia at the counter. They both wore masks.,Mia thanked Tariq at the counter. They both wore masks.,N/A,N/A,She later apologized to Dalia for the confusion.,He later told Mia that Dalia’s mask looks like hers.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,24,3,2,4,Yusuf mistook Nina with Omar in the hallway. They both wore lanyards.,Nina mistook Yusuf with Omar in the hallway. They both wore lanyards.,Yusuf greeted Nina in the hallway. They both wore lanyards.,N/A,N/A,He later apologized to Omar for the mistake.,She later told Yusuf that Omar’s lanyard looks like hers.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
split_reference,split-ref_amalg_with,GPT-5.2 Thinking,25,3,2,4,Clara mixed up Jakob with Salma in the lobby. They both wore sweaters.,Jakob mixed up Clara with Salma in the lobby. They both wore sweaters.,Clara waved to Jakob in the lobby. They both wore sweaters.,N/A,N/A,She later apologized to Salma for the mix-up.,He later told Clara that Salma’s sweater looks like hers.,N/A,N/A,1|1>1|2,1|1>1|3,2|1>2|2,2|1>2|3
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,1,2,2,2,"Marcus will ask Elena whether David accepted the position, but Elena doesn't know that.","Marcus will ask Elena whether David accepted the position, but that's something Elena doesn't know.",N/A,N/A,,Elena doesn't know about Marcus asking a question.,Elena doesn't know about David accepting the position.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,2,2,2,2,"Sarah will ask Thomas what Julia ordered for lunch, but Thomas doesn't know that.","Sarah will ask Thomas what Julia ordered for lunch, but that's something Thomas doesn't know.",N/A,N/A,,Thomas doesn't know about Sarah asking a question.,Thomas doesn't know what Julia ordered for lunch.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,3,2,2,2,"James will ask Rachel whether Emma passed the exam, but Rachel doesn't know that.","James will ask Rachel whether Emma passed the exam, but that's something Rachel doesn't know.",N/A,N/A,,Rachel doesn't know about James asking a question.,Rachel doesn't know whether Emma passed the exam.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,4,2,2,2,"Dr. Chen will ask Patricia what Michael recommended, but Patricia doesn't know that.","Dr. Chen will ask Patricia what Michael recommended, but that's something Patricia doesn't know.",N/A,N/A,,Patricia doesn't know about Dr. Chen asking a question.,Patricia doesn't know what Michael recommended.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,5,2,2,2,"Maya will ask Kevin whether Lisa attended the meeting, but Kevin doesn't know that.","Maya will ask Kevin whether Lisa attended the meeting, but that's something Kevin doesn't know.",N/A,N/A,,Kevin doesn't know about Maya asking a question.,Kevin doesn't know whether Lisa attended the meeting.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,6,2,2,2,"Robert will ask Amanda what Carlos decided, but Amanda doesn't know that.","Robert will ask Amanda what Carlos decided, but that's something Amanda doesn't know.",N/A,N/A,,Amanda doesn't know about Robert asking a question.,Amanda doesn't know what Carlos decided.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,7,2,2,2,"Sophie will ask Daniel whether Nina received the award, but Daniel doesn't know that.","Sophie will ask Daniel whether Nina received the award, but that's something Daniel doesn't know.",N/A,N/A,,Daniel doesn't know about Sophie asking a question.,Daniel doesn't know whether Nina received the award.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,8,2,2,2,"Victor will ask Jennifer what Alex proposed, but Jennifer doesn't know that.","Victor will ask Jennifer what Alex proposed, but that's something Jennifer doesn't know.",N/A,N/A,,Jennifer doesn't know about Victor asking a question.,Jennifer doesn't know what Alex proposed.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,9,2,2,2,"Professor Lee will ask Olivia whether Ryan submitted the paper, but Olivia doesn't know that.","Professor Lee will ask Olivia whether Ryan submitted the paper, but that's something Olivia doesn't know.",N/A,N/A,,Olivia doesn't know about Professor Lee asking a question.,Olivia doesn't know whether Ryan submitted the paper.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,10,2,2,2,"Hannah will ask Christopher what Mark said, but Christopher doesn't know that.","Hannah will ask Christopher what Mark said, but that's something Christopher doesn't know.",N/A,N/A,,Christopher doesn't know about Hannah asking a question.,Christopher doesn't know what Mark said.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,11,2,2,2,"Benjamin will ask Emma whether Tyler agreed to help, but Emma doesn't know that.","Benjamin will ask Emma whether Tyler agreed to help, but that's something Emma doesn't know.",N/A,N/A,,Emma doesn't know about Benjamin asking a question.,Emma doesn't know whether Tyler agreed to help.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,12,2,2,2,"Grace will ask Andrew what Claire brought, but Andrew doesn't know that.","Grace will ask Andrew what Claire brought, but that's something Andrew doesn't know.",N/A,N/A,,Andrew doesn't know about Grace asking a question.,Andrew doesn't know what Claire brought.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,13,2,2,2,"Isabella will ask Jonathan whether Sarah completed the task, but Jonathan doesn't know that.","Isabella will ask Jonathan whether Sarah completed the task, but that's something Jonathan doesn't know.",N/A,N/A,,Jonathan doesn't know about Isabella asking a question.,Jonathan doesn't know whether Sarah completed the task.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,14,2,2,2,"Nathan will ask Victoria what Lucas suggested, but Victoria doesn't know that.","Nathan will ask Victoria what Lucas suggested, but that's something Victoria doesn't know.",N/A,N/A,,Victoria doesn't know about Nathan asking a question.,Victoria doesn't know what Lucas suggested.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,15,2,2,2,"Samantha will ask Brandon whether Megan called back, but Brandon doesn't know that.","Samantha will ask Brandon whether Megan called back, but that's something Brandon doesn't know.",N/A,N/A,,Brandon doesn't know about Samantha asking a question.,Brandon doesn't know whether Megan called back.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,16,2,2,2,"Eric will ask Rebecca what Peter thinks, but Rebecca doesn't know that.","Eric will ask Rebecca what Peter thinks, but that's something Rebecca doesn't know.",N/A,N/A,,Rebecca doesn't know about Eric asking a question.,Rebecca doesn't know what Peter thinks.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
propositional_clefting,prop-cleft_fut_simple,Claude Sonnet 4.5,17,2,2,2,"Lauren will ask Matthew whether Sophie canceled the appointment, but Matthew doesn't know that.","Lauren will ask Matthew whether Sophie canceled the appointment, but that's something Matthew doesn't know.",N/A,N/A,,Matthew doesn't know about Lauren asking a question.,Matthew doesn't know whether Sophie canceled the appointment.,N/A,N/A,1|2>1|1,2|1>2|2,N/A,N/A
